TMEM214,RNF170,SCAI,Lemd3,PEDS1,TMEM126A,TMEM109,NEMP1,TMEM245,APMAP,NoAH,Nup133,Nup153,ArfGAP1,FITM2,EMC1,TMX4,NEMP1-2,EMC7,TMEM160,WFS1-2,VMA21,GGCX,TMEM260,WFS1,fam210a,mboat7,AGPAT4,KDSR,Tor1aip2,SGPP1,NDUFB5,mboat7-2,TMEM192,cybc1,CPT1C,ESYT2,TMEM68,Epsin1,Mdomain,P2,EndophilinA1,SpoVM,Magainin2,GMAP210,Sar1,Arf1
2.509124087591241,,,,,1.5656934306569341,,1.0967153284671531,,,,1.2281021897810218,3.7208029197080292,1.2025547445255473,1.3175182481751824,6.594890510948904,1.8613138686131385,0.8594890510948904,1.4014598540145984,0.8649635036496349,2.784671532846715,1.1788321167883211,0.802919708029197,1.1733576642335766,1.2463503649635037,1.0164233576642336,0.9160583941605839,0.9635036496350364,,1.054744525547445,1.2518248175182483,1.054744525547445,1.1970802919708028,1.2664233576642334,1.0602189781021896,1.4324817518248174,0.9799270072992701,0.937956204379562,1.7025547445255473,0.9580291970802919,0.8248175182481752,0.895985401459854,10.122262773722627,1.1131386861313868,1.0091240875912408,8.102189781021897,6.102189781021897
2.5164233576642334,,,,,1.7262773722627736,,1.0583941605839415,,,,1.3430656934306568,3.534671532846715,1.1624087591240875,1.4726277372262773,11.07846715328467,2.085766423357664,1.0620437956204378,1.6423357664233575,1.135036496350365,3.348540145985401,1.3813868613138685,1.052919708029197,1.1733576642335766,1.2463503649635037,1.0164233576642336,0.9160583941605839,0.9635036496350364,,1.054744525547445,1.2518248175182483,1.054744525547445,1.1970802919708028,1.2664233576642334,1.0602189781021896,1.4324817518248174,0.9799270072992701,0.937956204379562,1.7025547445255473,0.895985401459854,0.9580291970802919,0.9543795620437956,5.525547445255474,1.0784671532846715,1.1204379562043794,7.0200729927007295,7.556569343065693
2.1806569343065694,,,,,1.7609489051094889,,1.1405109489051093,,,,1.2408759124087592,3.087591240875912,1.2372262773722629,1.3886861313868613,7.3010948905109485,2.585766423357664,1.0291970802919705,2.0364963503649633,1.136861313868613,3.1642335766423355,1.3211678832116787,1.0912408759124086,0.9251824817518247,1.02007299270073,1.0182481751824817,0.9051094890510948,1.1605839416058394,,0.927007299270073,1.271897810218978,0.886861313868613,1.2773722627737225,1.0912408759124086,1.1113138686131385,1.4598540145985401,1.0602189781021896,0.927007299270073,1.875912408759124,0.9452554744525546,1.0401459854014596,0.927007299270073,4.810218978102189,1.0237226277372262,0.9105839416058393,12.99817518248175,6.317518248175182
2.2791970802919708,,,,,1.4105839416058394,,1.0054744525547445,,,,1.3576642335766422,3.463503649635036,1.2153284671532847,1.720802919708029,9.802919708029195,3.4671532846715323,0.9726277372262774,1.8430656934306568,1.2208029197080292,3.620437956204379,1.3686131386861313,1.0948905109489049,1.1222627737226276,1.1094890510948905,1.385036496350365,0.9908759124087592,1.1496350364963503,,1.302919708029197,1.4635036496350364,1.1751824817518248,1.2372262773722629,1.116788321167883,0.8576642335766422,1.3448905109489049,1.3576642335766422,0.9343065693430657,2.594890510948905,0.8850364963503649,0.906934306569343,1.0164233576642336,5.135036496350365,1.063868613138686,1.0565693430656933,9.2992700729927,6.437956204379562
2.171532846715328,,,,,1.4343065693430657,,0.9215328467153284,,,,1.3467153284671531,3.1624087591240877,1.3375912408759123,1.0565693430656933,13.186131386861312,3.4233576642335763,0.8284671532846715,1.4160583941605838,1.273722627737226,2.7791970802919703,1.1770072992700729,1.186131386861314,0.937956204379562,1.0875912408759123,0.9744525547445255,1.136861313868613,1.1824817518248174,,1.0310218978102188,1.3412408759124086,1.083941605839416,1.406934306569343,1.1386861313868613,0.9142335766423357,1.4744525547445255,1.1295620437956204,0.8813868613138686,2.0474452554744524,0.8832116788321167,1.0036496350364963,1.2554744525547443,5.6916058394160585,1.114963503649635,1.125912408759124,15.41058394160584,6.571167883211678
2.2682481751824817,,,,,1.47992700729927,,1.0675182481751824,,,,1.3959854014598538,3.1040145985401457,1.1970802919708028,1.3503649635036494,11.060218978102188,2.9635036496350367,0.8832116788321167,1.3631386861313868,1.0693430656934304,3.3065693430656933,1.313868613138686,1.1970802919708028,0.8613138686131385,1.1733576642335766,1.085766423357664,0.9051094890510948,1.1386861313868613,,0.9635036496350364,1.2244525547445255,1.1897810218978102,1.291970802919708,1.0492700729927005,0.9872262773722628,1.4762773722627738,1.2098540145985401,0.8978102189781021,1.9160583941605838,1.0310218978102188,0.8923357664233575,0.9306569343065693,4.5127737226277365,1.0091240875912408,1.0182481751824817,11.235401459854014,7.554744525547444
2.478102189781022,,,,,1.5693430656934304,,0.8941605839416058,,,,1.304744525547445,3.773722627737226,1.3722627737226276,1.1624087591240875,12.105839416058394,3.375912408759124,0.9324817518248175,1.417883211678832,1.155109489051095,3.173357664233577,1.5912408759124086,1.0967153284671531,1.1970802919708028,1.0091240875912408,0.9507299270072992,1.0310218978102188,0.9580291970802919,,0.9854014598540146,1.2627737226277371,1.0492700729927005,1.324817518248175,1.1222627737226276,0.9835766423357664,1.2554744525547443,1.1587591240875912,0.8229927007299269,1.9105839416058392,0.9416058394160584,0.9032846715328466,0.8540145985401459,6.883211678832116,1.1021897810218977,0.9361313868613138,10.397810218978103,6.045620437956204
2.22992700729927,,,,,1.4324817518248174,,1.0164233576642336,,,,1.3521897810218977,3.7098540145985397,1.2372262773722629,1.6660583941605838,10.166058394160583,4.122262773722627,0.8777372262773722,1.324817518248175,1.1332116788321167,3.583941605839416,1.4288321167883211,0.9981751824817519,0.9762773722627737,1.2171532846715327,1.083941605839416,0.9105839416058393,1.0875912408759123,,0.9124087591240875,1.3430656934306568,1.0985401459854014,1.1021897810218977,1.0985401459854014,0.8686131386861313,1.4288321167883211,1.105839416058394,0.9817518248175182,2.1697080291970803,0.8138686131386861,0.8284671532846715,1.0620437956204378,8.728102189781023,1.187956204379562,0.9215328467153284,8.257299270072993,5.571167883211678
2.5821167883211675,,,,,1.4452554744525548,,0.8832116788321167,,,,1.4580291970802919,3.2883211678832116,1.3594890510948905,1.8704379562043794,6.37043795620438,1.921532846715328,0.9343065693430657,1.7135036496350362,1.083941605839416,3.0218978102189777,1.4616788321167884,0.9434306569343065,,1.198905109489051,1.083941605839416,1.0255474452554745,1.0383211678832116,,0.8923357664233575,1.2262773722627738,1.2864963503649633,1.0894160583941606,1.1697080291970803,0.9452554744525546,1.4616788321167884,1.1386861313868613,0.8777372262773722,2.308394160583941,0.833941605839416,0.9032846715328466,1.0802919708029195,4.038321167883211,1.1405109489051093,0.8813868613138686,8.041970802919707,3.755474452554744
2.428832116788321,,,,,1.5291970802919705,,,,,,1.3120437956204378,3.636861313868613,1.4124087591240875,1.7153284671532845,4.890510948905109,3.0930656934306566,,1.8503649635036494,1.156934306569343,2.7372262773722627,1.2901459854014596,1.1441605839416058,,1.273722627737226,1.0474452554744524,,1.116788321167883,,1.2098540145985401,1.3065693430656933,0.9543795620437956,1.4543795620437956,1.032846715328467,0.8521897810218978,1.4142335766423357,1.2116788321167884,0.8594890510948904,2.06021897810219,,0.9525547445255474,0.8284671532846715,7.45985401459854,1.0364963503649633,0.9051094890510948,15.184306569343065,5.025547445255474
